AltName02,ABV,ProductDesc01,Brand,ItemNumber,Type,,SubBrand,,AltName03,AltName04,AltName05,AltName06,AltName07,ItemSize,ItemSizeUom,CasePackQty,CasePackUom,Container,,,ProductDesc02,ProductBullet01,ProductBullet02,ProductBullet03,ProductBullet04,ProductBullet05,SurgeonGeneralWarning,ProductDisclaimerSparkling,HasProp65Ingredient,Prop65 text,ProductPlaceOfOrigin,CountryOfOrigin,SellingUnitWidth,SellingUnitDepth,SellingUnitHeight,DimensionUom,SellingUnitWeight,WeightUom,StorageTemperature,ExpirationType,ShelfLifeDays
"High West Yippee Ki-Yay Whiskey, 750 mL Bottle, 92 Proof",46,"High West is Utah’s first distillery, born in 1879. High West Yippee Ki-Yay Whiskey is our Double Rye! Whiskey aged in two different types of wine barrels. The outcome is an all-natural, not disgustingly-sweet sipper for the rest of us. This fine 92-proof whiskey tastes of bold cinnamon spice and orange rind, followed by silky layers of vanilla, blackberry, and dried herbs. Best enjoyed at room temperature, neat, in a glass that has been sitting idle for a few minutes.",High West,80064434,Spirits,,,,"High West Yippee Ki-Yay Whiskey, 750 mL bottle, 92 Proof",Yippee Ki-Yay Whiskey 750mL,"High West Yippee Ki-Yay Whiskey - 750mL Bottle, 92 Proof",Yippee Ki-Yay Whiskey,"Yippee Ki-Yay Whiskey, 92 Proof",750,mL,1,,Bottle,,,"High West Yippee Ki-Yay Whiskey is a 92-proof whiskey tastes of bold cinnamon spice and orange rind, followed by silky layers of vanilla, blackberry, and dried herbs. Best enjoyed neat.",Tastes of bold cinnamon spice and orange rind,"Silky layers of vanilla, blackberry, and dried herbs",Best enjoyed at room temperature,Aged in two types of wine barrels,92-proof,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Utah,United States,3.0,3.0,13.5,Inches,3.5,Pounds,Ambient: Room Temperature,Shelf Life,3650
"High West American Prairie Bourbon Barrel Select Whiskey, 750 mL Bottle, 100 Proof",50,"High West is Utah’s first distillery, born in 1879. High West American Prairie Bourbon is a complex blend of straight bourbons, producing an aromatic whiskey that helps preserve the West. High West American Prairie whiskey is rich and earthy on the palate. This fine 92-proof whiskey blends straight bourbons aged from two to 13 years in charred white oak barrels, making it a great sipper and a thoughtful person’s whiskey. It has balanced flavors of candy corn, honey nougat, and sweet corn bread biscuits, with a finish of vanilla and caramel apple. Ideal for a Manhattan, High West whiskey has a balanced body that is an ideal addition to countless cocktail recipes.",High West,80064427,Spirits,,American Prairie Bourbon,,"High West American Prairie Bourbon Barrel Select Whiskey, 750 mL bottle, 100 Proof",American Prairie Bourbon Barrel Select Whiskey 750mL,"High West American Prairie Bourbon Barrel Select Whiskey - 750mL Bottle, 100 Proof",American Prairie Bourbon Barrel Select Whiskey,"American Prairie Bourbon Barrel Select Whiskey, 100 Proof",750,mL,1,,Bottle,,,"High West is Utah’s first distillery, born in 1879. This fine 92-proof whiskey blends straight bourbons aged from 2 to 13 years in charred white oak barrels, making it a great sipper.",Rich and earthy on the palate,"Balanced flavors of candy corn, honey nougat, and sweet corn bread biscuits",Ideal for a Manhattan or as an addition to countless cocktail recipes,Blends straight bourbons aged from two to 13 years in charred white oak barrels,92-proof,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Utah,United States,3.0,3.0,13.5,Inches,3.5,Pounds,Ambient: Room Temperature,Shelf Life,3650
"Casa Noble Anejo Tequila, 750 mL Bottle, 80 Proof",40,"Casa Noble nurtures and harvests 100% Blue Weber agave in the rich, volcanic soil of Jalisco, Mexico for a consistently smooth flavor with unique characteristics and aromatic essences. Aged for a full two years in French white oak barrels, the complex aromas of dried fruits and spice complement flavors of toasted oak, butterscotch, and vanilla in this acclaimed anejo. These 80-proof fine tequilas are produced in small batches, triple distilled, and certified organic for ultra-premium, limited-run tequila that is truly one of a kind. Ideal for a Margarita, Casa Noble Tequila has a balanced body that is a perfect addition to countless cocktail recipes.",Casa Noble,80026615,Spirits,,Anejo,,"Casa Noble Anejo Tequila, 750 mL bottle, 80 Proof",Anejo Tequila 750mL,"Casa Noble Anejo Tequila - 750mL Bottle, 80 Proof",Anejo Tequila,"Anejo Tequila, 80 Proof",750,mL,1,,Bottle,,,"Casa Noble Anejo Tequila is aged for a full two years in French white oak barrels, the complex aromas of dried fruits and spice complement flavors of toasted oak, butterscotch, and vanilla.","Flavors of toasted oak, butterscotch, and vanilla",Complex aromas of dried fruits and spice,"Ideal for a Margarita, perfect addition to countless cocktail recipes","From 100% Blue Weber agave in the rich, volcanic soil of Jalisco, Mexico","80-proof, produced in small batches, triple distilled, and certified organic","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Mexico,Mexico,4.45,4.45,8.15,Inches,3.42,Pounds,Ambient: Room Temperature,Shelf Life,9999
"McMaster's Canadian Whisky, 750 mL Plastic Bottle, 80 Proof",40,"Crafted in Canada, McMaster's Canadian Whisky is made from a blend of the finest whiskies. The use of only the finest ingredients gives McMaster's Canadian Whisky a distinctive, smooth taste. Aged three years, its polished, light taste makes it the perfect base for a classic cocktail calling for a Canadian whisky. This 80-proof whisky is the perfect base for a Montreal Mule or a classic cocktail.",McMaster's,58060,Spirits,,,,"McMaster's Canadian Whisky, 750 mL plastic bottle, 80 Proof",Canadian Whisky 750mL,"McMaster's Canadian Whisky - 750mL Plastic Bottle, 80 Proof",Canadian Whisky,"Canadian Whisky, 80 Proof",750,mL,1,,Bottle,,,"Crafted in Canada, McMaster's Canadian Whisky is made from a blend of the finest whiskies. Aged 3 years, its polished, light taste makes it a perfect base for a classic cocktail or a Montreal Mule.",The finest ingredients gives the whiskey a smooth taste,"Distinct, polished, light taste","The perfect base for a Montreal Mule, or a classic cocktail",Crafted in Canada,"80-proof, aged three years","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Canada,United States,3.1,3.1,11.3,Inches,1.75,Pounds,Ambient: Room Temperature,Shelf Life,9999
"Macnaughton Canadian Whisky, 750 mL Plastic Bottle, 80 Proof",40,"Since 1947, MacNaughton whisky has been providing a smooth, light taste for ultimate versatility. Crafted in Canada, MacNaughton Canadian Whisky has a spicy, fruity aroma with subtle notes of vanilla and honey. This 80-proof whisky has a mild spice on the palate with a whisper of oak on a subtle rye base. Its very crisp finish complements its short, dry aftertaste with a slight woody burn. It's versatility makes it great as a base for cocktails, or enjoyed straight up.",Macnaughton,58054,Spirits,,,,"Macnaughton Canadian Whisky, 750 mL plastic bottle, 80 Proof",Canadian Whisky 750mL,"Macnaughton Canadian Whisky - 750mL Plastic Bottle, 80 Proof",Canadian Whisky,"Canadian Whisky, 80 Proof",750,mL,1,,Bottle,,,"Crafted in Canada, MacNaughton Canadian Whisky has a spicy, fruity aroma with subtle notes of vanilla and honey. It's versatility makes it great as a base for cocktails, or enjoyed straight up.","Spicy, fruity aroma with subtle notes of vanilla and honey","Crisp finish complements its short, dry aftertaste with a slight woody burn",Makes a great base for cocktails or can be enjoyed straight up,Crafted in Canada,80-proof,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Canada,United States,3.12,3.17,11.29,Inches,1.75,Pounds,Ambient: Room Temperature,Shelf Life,9999
"Macnaughton Canadian Whisky, 1.75 L Plastic Bottle, 80 Proof",40,"Since 1947, MacNaughton whisky has been providing a smooth, light taste for ultimate versatility. Crafted in Canada, MacNaughton Canadian Whisky has a spicy, fruity aroma with subtle notes of vanilla and honey. This 80-proof whisky has a mild spice on the palate with a whisper of oak on a subtle rye base. Its very crisp finish complements its short, dry aftertaste with a slight woody burn. It's versatility makes it great as a base for cocktails, or enjoyed straight up.",Macnaughton,70720,Spirits,,,,"Macnaughton Canadian Whisky, 1.75 L plastic bottle, 80 Proof",Canadian Whisky 1.75L,"Macnaughton Canadian Whisky - 1.75L Plastic Bottle, 80 Proof",Canadian Whisky,"Canadian Whisky, 80 Proof",1.75,L,1,,Bottle,,,"Crafted in Canada, MacNaughton Canadian Whisky has a spicy, fruity aroma with subtle notes of vanilla and honey. It's versatility makes it great as a base for cocktails, or enjoyed straight up.","Spicy, fruity aroma with subtle notes of vanilla and honey","Crisp finish complements its short, dry aftertaste with a slight woody burn",Makes a great base for cocktails or can be enjoyed straight up,Crafted in Canada,80-proof,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Canada,United States,4.47,4.47,12.4,Inches,4.08,Pounds,Ambient: Room Temperature,Shelf Life,9999
"McMaster's Canadian Whisky, 1 L Bottle, 80 Proof",40,"Crafted in Canada, McMaster's Canadian Whisky is made from a blend of the finest whiskies. The use of only the finest ingredients gives McMaster's Canadian Whisky a distinctive, smooth taste. Aged three years, its polished, light taste makes it the perfect base for a classic cocktail calling for a Canadian whisky. This 80-proof whisky is the perfect base for a Montreal Mule or a classic cocktail.",McMaster's,58056,Spirits,,,,"McMaster's Canadian Whisky, 1 L bottle, 80 Proof",Canadian Whisky 1L,"McMaster's Canadian Whisky - 1L Bottle, 80 Proof",Canadian Whisky,"Canadian Whisky, 80 Proof",1,L,1,,Bottle,,,"Crafted in Canada, McMaster's Canadian Whisky is made from a blend of the finest whiskies. Aged 3 years, its polished, light taste makes it a perfect base for a classic cocktail or a Montreal Mule.",The finest ingredients gives the whiskey a smooth taste,"Distinct, polished, light taste","The perfect base for a Montreal Mule, or a classic cocktail",Crafted in Canada,"80-proof, aged three years","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Canada,United States,3.03,3.03,11.89,Inches,3.24,Pounds,Ambient: Room Temperature,Shelf Life,9999
"McMaster's Canadian Whisky, 750 mL Bottle, 80 Proof",40,"Crafted in Canada, McMaster's Canadian Whisky is made from a blend of the finest whiskies. The use of only the finest ingredients gives McMaster's Canadian Whisky a distinctive, smooth taste. Aged three years, its polished, light taste makes it the perfect base for a classic cocktail calling for a Canadian whisky. This 80-proof whisky is the perfect base for a Montreal Mule or a classic cocktail.",McMaster's,58059,Spirits,,,,"McMaster's Canadian Whisky, 750 mL bottle, 80 Proof",Canadian Whisky 750mL,"McMaster's Canadian Whisky - 750mL Bottle, 80 Proof",Canadian Whisky,"Canadian Whisky, 80 Proof",750,mL,1,,Bottle,,,"Crafted in Canada, McMaster's Canadian Whisky is made from a blend of the finest whiskies. Aged 3 years, its polished, light taste makes it a perfect base for a classic cocktail or a Montreal Mule.",The finest ingredients gives the whiskey a smooth taste,"Distinct, polished, light taste","The perfect base for a Montreal Mule, or a classic cocktail",Crafted in Canada,"80-proof, aged three years","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Canada,United States,3.1,3.1,11.3,Inches,2.5,Pounds,Ambient: Room Temperature,Shelf Life,9999
"McMaster's Canadian Whisky, 375 mL Plastic Bottle, 80 Proof",40,"Crafted in Canada, McMaster's Canadian Whisky is made from a blend of the finest whiskies. The use of only the finest ingredients gives McMaster's Canadian Whisky a distinctive, smooth taste. Aged three years, its polished, light taste makes it the perfect base for a classic cocktail calling for a Canadian whisky. This 80-proof whisky is the perfect base for a Montreal Mule or a classic cocktail.",McMaster's,58058,Spirits,,,,"McMaster's Canadian Whisky, 375 mL plastic bottle, 80 Proof",Canadian Whisky 375mL,"McMaster's Canadian Whisky - 375mL Plastic Bottle, 80 Proof",Canadian Whisky,"Canadian Whisky, 80 Proof",375,mL,1,,Bottle,,,"Crafted in Canada, McMaster's Canadian Whisky is made from a blend of the finest whiskies. Aged 3 years, its polished, light taste makes it a perfect base for a classic cocktail or a Montreal Mule.",The finest ingredients gives the whiskey a smooth taste,"Distinct, polished, light taste","The perfect base for a Montreal Mule, or a classic cocktail",Crafted in Canada,"80-proof, aged three years","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Canada,United States,3.33,3.33,8.03,Inches,0.92,Pounds,Ambient: Room Temperature,Shelf Life,9999
"Macnaughton Canadian Whisky, 750 mL Bottle, 80 Proof",40,"Since 1947, MacNaughton whisky has been providing a smooth, light taste for ultimate versatility. Crafted in Canada, MacNaughton Canadian Whisky has a spicy, fruity aroma with subtle notes of vanilla and honey. This 80-proof whisky has a mild spice on the palate with a whisper of oak on a subtle rye base. Its very crisp finish complements its short, dry aftertaste with a slight woody burn. It's versatility makes it great as a base for cocktails, or enjoyed straight up.",Macnaughton,70726,Spirits,,,,"Macnaughton Canadian Whisky, 750 mL bottle, 80 Proof",Canadian Whisky 750mL,"Macnaughton Canadian Whisky - 750mL Bottle, 80 Proof",Canadian Whisky,"Canadian Whisky, 80 Proof",750,mL,1,,Bottle,,,"Crafted in Canada, MacNaughton Canadian Whisky has a spicy, fruity aroma with subtle notes of vanilla and honey. It's versatility makes it great as a base for cocktails, or enjoyed straight up.","Spicy, fruity aroma with subtle notes of vanilla and honey","Crisp finish complements its short, dry aftertaste with a slight woody burn",Makes a great base for cocktails or can be enjoyed straight up,Crafted in Canada,80-proof,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Canada,United States,3.12,3.17,11.29,Inches,2.79,Pounds,Ambient: Room Temperature,Shelf Life,9999
"SVEDKA Rose Vodka, 50 mL Plastic Bottle, 60 Proof",30,"SVEDKA is an award-winning vodka made from the finest spring water and Swedish winter wheat, then distilled five times to remove impurities. Continuous distillation ensures that ingredients are constantly moving so the winter wheat, yeast, and water never stall or pool. Blended with 5% rose wine, this 60-proof vodka is sweet and balanced with vibrant fruit aromas. Mouthwatering flavors of strawberry and pineapple complemented by notes of hibiscus and rose wine. It is smooth and easy drinking with a subtle, rounded sweetness that makes it perfect for mixing cocktails. Enjoy over the rocks with a splash of sparkling water, SVEDKA Rose has a balanced body that is an ideal addition to countless cocktail recipes.",SVEDKA,80076935,Spirits,,,,"SVEDKA Rose Vodka, 50 mL plastic bottle, 60 Proof",Rose Vodka 50mL,"SVEDKA Rose Vodka - 50mL Plastic Bottle, 60 Proof",Rose Vodka,"Rose Vodka, 60 Proof",50,mL,1,,Bottle,,,SVEDKA is an award-winning vodka distilled five times to remove impurities. SVEDKA Rose Vodka has mouthwatering flavors of strawberry and pineapple complemented by notes of hibiscus and rose wine.,Sweet and balanced with vibrant fruit aromas,"Flavors of strawberry and pineapple, complemented by notes of hibiscus and rose wine",Enjoy over the rocks with a splash of sparkling water,Made from the finest spring water and Swedish winter wheat,"60-proof, blended with 5% rose wine, distilled five times to remove impurities","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Sweden,Sweden,1.28,1.28,4.18,Inches,0.15,Pounds,Ambient: Room Temperature,Shelf Life,1095
"SVEDKA Rose Vodka, 375 mL Plastic Bottle, 60 Proof",30,"SVEDKA is an award-winning vodka made from the finest spring water and Swedish winter wheat, then distilled five times to remove impurities. Continuous distillation ensures that ingredients are constantly moving so the winter wheat, yeast, and water never stall or pool. Blended with 5% rose wine, this 60-proof vodka is sweet and balanced with vibrant fruit aromas. Mouthwatering flavors of strawberry and pineapple complemented by notes of hibiscus and rose wine. It is smooth and easy drinking with a subtle, rounded sweetness that makes it perfect for mixing cocktails. Enjoy over the rocks with a splash of sparkling water, SVEDKA Rose has a balanced body that is an ideal addition to countless cocktail recipes.",SVEDKA,80076936,Spirits,,,,"SVEDKA Rose Vodka, 375 mL plastic bottle, 60 Proof",Rose Vodka 375mL,"SVEDKA Rose Vodka - 375mL Plastic Bottle, 60 Proof",Rose Vodka,"Rose Vodka, 60 Proof",375,mL,1,,Bottle,,,SVEDKA is an award-winning vodka distilled five times to remove impurities. SVEDKA Rose Vodka has mouthwatering flavors of strawberry and pineapple complemented by notes of hibiscus and rose wine.,Sweet and balanced with vibrant fruit aromas,"Flavors of strawberry and pineapple, complemented by notes of hibiscus and rose wine",Enjoy over the rocks with a splash of sparkling water,Made from the finest spring water and Swedish winter wheat,"60-proof, blended with 5% rose wine, distilled five times to remove impurities","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Sweden,Sweden,2.61,2.61,8.19,Inches,1.55,Pounds,Ambient: Room Temperature,Shelf Life,365
"SVEDKA Rose Vodka, 750 mL Bottle, 60 Proof",30,"SVEDKA is an award-winning vodka made from the finest spring water and Swedish winter wheat, then distilled five times to remove impurities. Continuous distillation ensures that ingredients are constantly moving so the winter wheat, yeast, and water never stall or pool. Blended with 5% rose wine, this 60-proof vodka is sweet and balanced with vibrant fruit aromas. Mouthwatering flavors of strawberry and pineapple complemented by notes of hibiscus and rose wine. It is smooth and easy drinking with a subtle, rounded sweetness that makes it perfect for mixing cocktails. Enjoy over the rocks with a splash of sparkling water, SVEDKA Rose has a balanced body that is an ideal addition to countless cocktail recipes.",SVEDKA,80076937,Spirits,,,,"SVEDKA Rose Vodka, 750 mL bottle, 60 Proof",Rose Vodka 750mL,"SVEDKA Rose Vodka - 750mL Bottle, 60 Proof",Rose Vodka,"Rose Vodka, 60 Proof",750,mL,1,,Bottle,,,SVEDKA is an award-winning vodka distilled five times to remove impurities. SVEDKA Rose Vodka has mouthwatering flavors of strawberry and pineapple complemented by notes of hibiscus and rose wine.,Sweet and balanced with vibrant fruit aromas,"Flavors of strawberry and pineapple, complemented by notes of hibiscus and rose wine",Enjoy over the rocks with a splash of sparkling water,Made from the finest spring water and Swedish winter wheat,"60-proof, blended with 5% rose wine, distilled five times to remove impurities","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Sweden,Sweden,3.09,3.09,10.96,Inches,2.79,Pounds,Ambient: Room Temperature,Shelf Life,1095
"Paul Masson Grande Amber Red Berry Brandy, 750 mL Bottle, 54 Proof",27,"Crafted with over 100 years of knowledge, aged in oak barrels, Paul Masson Brandy is an award-winning favorite. From the oak-aging process to the care in selecting only the finest grapes, this 54-proof brandy upholds the illustrious heritage of Paul Masson. The additional aging results in a greater overall brandy character and complexity than traditional brandies. With a rich amber glow and slightly sweet taste profile, Grande Amber Red Berry is a delectable fusion of smooth-tasting brandy and the flavor of ripe red berries. With a balanced body that is a perfect addition to countless cocktail recipes, ideal for a Peach Berry Cocktail.",Paul Masson Grande Amber,80055681,Spirits,,,,"Paul Masson Grande Amber Red Berry Brandy, 750 mL bottle, 54 Proof",Red Berry Brandy 750mL,"Paul Masson Grande Amber Red Berry Brandy - 750mL Bottle, 54 Proof",Red Berry Brandy,"Red Berry Brandy, 54 Proof",750,mL,1,,Bottle,,,Grande Amber Red Berry is a delectable fusion of smooth-tasting Paul Masson brandy and the flavor of ripe red berries. It has a balanced body that is a perfect addition to countless cocktail recipes.,Flavors of ripe red berries,A rich amber glow and slightly sweet taste profile,"Perfect addition to countless cocktail recipes, ideal for a Peach Berry Cocktail",Aged in oak barrels,54-proof,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Kentucky,United States,5.06,3.31,8.61,Inches,3.16,Pounds,Ambient: Room Temperature,Shelf Life,720
"Serpent's Bite Apple Cider Flavored Canadian Whisky, 50 mL Bottle, 70 Proof",35,"Serpent’s Bite Apple Cider Canadian whisky is specially crafted to seize the moment. This 70-proof whisky is distilled from corn and rye, then aged in oak barrels. On the palate, sweet flavors of freshly pressed cider with notes of red delicious apples. Undertones of ripe pear, and spices, with a whisky finish. Enjoy it straight-up, or perfect for a Ginger Snap and many other countless recipes.",Serpent's Bite,80028467,Spirits,,,,"Serpent's Bite Apple Cider Flavored Canadian Whisky, 50 mL bottle, 70 Proof",Apple Cider Flavored Canadian Whisky 50mL,"Serpent's Bite Apple Cider Flavored Canadian Whisky - 50mL Bottle, 70 Proof",Apple Cider Flavored Canadian Whisky,"Apple Cider Flavored Canadian Whisky, 70 Proof",50,mL,1,,Bottle,,,,Sweet flavors of freshly pressed cider with notes of red delicious apples,"Undertones of ripe pear and spices, with a whisky finish","Enjoy straight-up, or perfect for a Ginger Snap and other countless recipes","Distilled from corn and rye, then aged in oak barrels",70-proof,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Canada,Canada,1.7,0.9,4.0,Inches,0.16,Pounds,Ambient: Room Temperature,Shelf Life,9999
"Serpent's Bite Apple Cider Flavored Canadian Whisky, 750 mL Bottle, 70 Proof",35,"Serpent’s Bite Apple Cider Canadian whisky is specially crafted to seize the moment. This 70-proof whisky is distilled from corn and rye, then aged in oak barrels. On the palate, sweet flavors of freshly pressed cider with notes of red delicious apples. Undertones of ripe pear, and spices, with a whisky finish. Enjoy it straight-up, or perfect for a Ginger Snap and many other countless recipes.",Serpent's Bite,80028465,Spirits,,,,"Serpent's Bite Apple Cider Flavored Canadian Whisky, 750 mL bottle, 70 Proof",Apple Cider Flavored Canadian Whisky 750mL,"Serpent's Bite Apple Cider Flavored Canadian Whisky - 750mL Bottle, 70 Proof",Apple Cider Flavored Canadian Whisky,"Apple Cider Flavored Canadian Whisky, 70 Proof",750,mL,1,,Bottle,,,,Sweet flavors of freshly pressed cider with notes of red delicious apples,"Undertones of ripe pear, and spices, with a whisky finish","Enjoy straight-up, or perfect for a Ginger Snap and other countless recipes","Distilled from corn and rye, then aged in oak barrels",70-proof,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Canada,Canada,3.25,3.25,10.94,Inches,2.89,Pounds,Ambient: Room Temperature,Shelf Life,9999
"SVEDKA Citron Vodka, 1 L Bottle, 70 PROOF",35,"SVEDKA is an award-winning vodka with a pure, clear taste and crisp finish made from the finest spring water and Swedish winter wheat, then distilled five times to remove impurities. Continuous distillation ensures that ingredients are constantly moving so the winter wheat, yeast, and water never stall or pool. This 70-proof vodka is made with all-natural flavors of fresh California lemons and Mexican limes. It is smooth and easy drinking with a subtle, rounded sweetness that makes it perfect for mixing cocktails. Ideal for a Citron SPF2033 or SVEDKA Citron Palmer, SVEDKA Citron Vodka has a balanced body that is an ideal addition to countless cocktail recipes.",SVEDKA,80022047,Spirits,,,,"SVEDKA Citron Vodka, 1 L bottle, 70 PROOF",Citron Vodka 1L,"SVEDKA Citron Vodka - 1L Bottle, 70 PROOF",Citron Vodka,"Citron Vodka, 70 PROOF",1,L,1,,Bottle,,,"SVEDKA is an award-winning vodka distilled five times to remove impurities. SVEDKA Citron Vodka is made with all-natural flavors of fresh California lemons and Mexican limes, great for cocktails.",With all-natural flavors of fresh California lemons and Mexican limes,"Smooth and easy drinking with a subtle, rounded sweetness",An ideal addition to countless cocktail recipes,Made from the finest spring water and Swedish winter wheat,70-proof,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Kentucky,Sweden,3.42,3.42,11.73,Inches,3.8,Pounds,Ambient: Room Temperature,Shelf Life,9999
"SVEDKA Citron Vodka, 1.75 L Bottle, 70 PROOF",35,"SVEDKA is an award-winning vodka with a pure, clear taste and crisp finish made from the finest spring water and Swedish winter wheat, then distilled five times to remove impurities. Continuous distillation ensures that ingredients are constantly moving so the winter wheat, yeast, and water never stall or pool. This 70-proof vodka is made with all-natural flavors of fresh California lemons and Mexican limes. It is smooth and easy drinking with a subtle, rounded sweetness that makes it perfect for mixing cocktails. Ideal for a Citron SPF2033 or SVEDKA Citron Palmer, SVEDKA Citron Vodka has a balanced body that is an ideal addition to countless cocktail recipes.",SVEDKA,80022046,Spirits,,,,"SVEDKA Citron Vodka, 1.75 L bottle, 70 PROOF",Citron Vodka 1.75L,"SVEDKA Citron Vodka - 1.75L Bottle, 70 PROOF",Citron Vodka,"Citron Vodka, 70 PROOF",1.75,L,1,,Bottle,,,"SVEDKA is an award-winning vodka distilled five times to remove impurities. SVEDKA Citron Vodka is made with all-natural flavors of fresh California lemons and Mexican limes, great for cocktails.",With all-natural flavors of fresh California lemons and Mexican limes,"Smooth and easy drinking with a subtle, rounded sweetness",An ideal addition to countless cocktail recipes,Made from the finest spring water and Swedish winter wheat,70-proof,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Kentucky,Sweden,4.3,4.3,12.65,Inches,6.26,Pounds,Ambient: Room Temperature,Shelf Life,9999
"SVEDKA Citron Vodka, 750 mL Bottle, 70 PROOF",35,"SVEDKA is an award-winning vodka with a pure, clear taste and crisp finish made from the finest spring water and Swedish winter wheat, then distilled five times to remove impurities. Continuous distillation ensures that ingredients are constantly moving so the winter wheat, yeast, and water never stall or pool. This 70-proof vodka is made with all-natural flavors of fresh California lemons and Mexican limes. It is smooth and easy drinking with a subtle, rounded sweetness that makes it perfect for mixing cocktails. Ideal for a Citron SPF2033 or SVEDKA Citron Palmer, SVEDKA Citron Vodka has a balanced body that is an ideal addition to countless cocktail recipes.",SVEDKA,80022048,Spirits,,,,"SVEDKA Citron Vodka, 750 mL bottle, 70 PROOF",Citron Vodka 750mL,"SVEDKA Citron Vodka - 750mL Bottle, 70 PROOF",Citron Vodka,"Citron Vodka, 70 PROOF",750,mL,1,,Bottle,,,"SVEDKA is an award-winning vodka distilled five times to remove impurities. SVEDKA Citron Vodka is made with all-natural flavors of fresh California lemons and Mexican limes, great for cocktails.",With all-natural flavors of fresh California lemons and Mexican limes,"Smooth and easy drinking with a subtle, rounded sweetness",An ideal addition to countless cocktail recipes,Made from the finest spring water and Swedish winter wheat,70-proof,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Kentucky,Sweden,3.09,3.09,10.96,Inches,2.85,Pounds,Ambient: Room Temperature,Shelf Life,9999
