name,ProductDesc01,ABV,Brand,ItemNumber,Type,,SubBrand,,AltName03,AltName04,AltName05,AltName06,AltName07,ItemSize,ItemSizeUom,CasePackQty,CasePackUom,Container,,,ProductDesc02,ProductBullet01,ProductBullet02,ProductBullet03,ProductBullet04,ProductBullet05,SurgeonGeneralWarning,ProductDisclaimerSparkling,HasProp65Ingredient,Prop65 text,ProductPlaceOfOrigin,CountryOfOrigin,SellingUnitWidth,SellingUnitDepth,SellingUnitHeight,DimensionUom,SellingUnitWeight,WeightUom,StorageTemperature,ExpirationType,ShelfLifeDays
"Manischewitz Cream Peach Kosher, Blush Wine, 1.5 L Bottle","The Manischewitz winery is located in Canandaigua, New York, and is best known for its budget concord wine. It is aged in steel tanks at cold temperatures to maintain fruit aromas. This blush wine is sweet with a pleasant mouth feel and smooth finish featuring a creamy peach flavor, bursting with the taste of fresh peaches. The crisp acidity balances the sweetness and up front fruit aromas. The natural fruitiness allows this wine to be served chilled. Goes wonderfully with fruit salads and peach-based desserts.",10,Manischewitz,902067,Wine,,,,"Manischewitz Cream Peach Kosher, Blush Wine, 1.5 L bottle",Cream Peach Kosher Wine 1.5L,"Manischewitz Cream Peach Kosher, Blush Wine - 1.5L Bottle",Cream Peach Kosher Blush Wine,Cream Peach Kosher Blush Wine,1.5,L,1,,Bottle,,,Manischewitz Cream Peach Kosher is sweet with creamy peach flavors. The crisp acidity balances the sweetness and up front fruit aromas. This blush wine goes wonderfully with fruit salads and desserts.,Sweet wine with a smooth finish,Bursting with the taste of fresh peaches,Goes wonderfully with fruit salads and peach-based desserts,Aged in steel tanks at cold temperatures to maintain fruit aromas,Natural fruitiness allows this wine to be served chilled,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,United States,United States,6.3,6.3,21.69,Inches,5.75,Pounds,Ambient: Room Temperature,Shelf Life,730
"Thorn Napa Valley Merlot, The Prisoner Wine Company, Red Wine, 750 mL Bottle","The Prisoner Wine Company takes an unconventional approach to winemaking by working with impassioned growers to source varietals from vineyards and appellations across California. Alongside a family of growers, The Prisoner winemaking team pushes boundaries as they craft a selection of unexpected, yet artful wines. This Thorn Merlot is sourced from acclaimed vineyard sites throughout the Napa Valley. The family of small vineyards offers vines of varying ages and regionality, lending to layers of character and complexity. Earthy aromas open up into cocoa, blackberry, cedar, and anise. It’s smooth with flavors of cherry, chocolate, vanilla, and a mild toastiness. The finish is long with balanced acidity. Varietal: 81% merlot; 19% blend of syrah, petite sirah, and malbec.",15.2,Thorn,80055654,Wine,,,,"Thorn Napa Valley Merlot, The Prisoner Wine Company, Red Wine, 750 mL bottle",Merlot Wine 750mL,"Thorn Napa Valley Merlot, The Prisoner Wine Company, Red Wine - 750mL Bottle",Napa Valley Merlot Red Wine,Napa Valley Merlot Red Wine,750,mL,1,,Bottle,,,"Thorn Napa Valley Merlot aromas open up into cocoa, blackberry, cedar, and anise. It’s smooth with flavors of chocolate, vanilla, and toastiness. This red wine finishes long with balanced acidity.","Earthy aromas open up into cocoa, blackberry, cedar, and anise","With flavors of cherry, chocolate, vanilla, and a mild toastiness",The finish is long with balanced acidity,Sourced from acclaimed vineyard sites throughout the Napa Valley,"Varietal: 81% merlot; 19% blend of syrah, petite sirah, and malbec","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,3.18,3.18,11.81,Inches,3.64,Pounds,Ambient: Room Temperature,Shelf Life,1095
"Blindfold White Blend, The Prisoner Wine Company, White Wine, 750 mL Bottle","The Prisoner Wine Company takes an unconventional approach to winemaking by working with impassioned growers to source varietals from vineyards and appellations across California. Alongside a family of growers, The Prisoner winemaking team pushes boundaries as they craft a selection of unexpected, yet artful wines. This Blindfold White Blend sources chenin blanc from a vineyard in Mendocino, and Grenache blanc, Roussanne, and Viognier from growers in Santa Barbara. This white wine is blended with white rhone and aromatic varieties-equally bold and intriguing. A luscious entry of toasted hazelnut and mandarin is balanced by bright acidity and minerality. Varietal: chardonnay, roussanne, viognier, chenin blanc, muscat and vermentino",14.5,Blindfold,80055655,Wine,,,,"Blindfold White Blend, The Prisoner Wine Company, White Wine, 750 mL bottle",White Blend Wine 750mL,"Blindfold White Blend, The Prisoner Wine Company, White Wine - 750mL Bottle",White Blend White Wine,White Blend White Wine,750,mL,1,,Bottle,,,The Prisoner Company Blindfold White Wine is blended with white rhone and aromatic varieties.  A luscious entry of toasted hazelnut and mandarin is balanced by bright acidity and minerality.,A luscious entry of toasted hazelnut and mandarin,Balanced by bright acidity and minerality,Blended with white rhone and aromatic varieties,Sources from a vineyard in Mendocino and growers in Santa Barbara,"Varietal: chardonnay, roussanne, viognier, chenin blanc, muscat and vermentino","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,3.33,3.33,12.32,Inches,3.33,Pounds,Ambient: Room Temperature,Shelf Life,1095
"The Snitch Napa Valley Chardonnay, The Prisoner Wine Company, Red Wine, 750 mL Bottle","The Prisoner Wine Company takes an unconventional approach to winemaking by working with impassioned growers to source varietals from vineyards and appellations across California. Alongside a family of growers, The Prisoner winemaking team pushes boundaries as they craft a selection of unexpected, yet artful wines. Aged for 14 months in French oak barrels, The Snitch 2016 Napa Valley Chardonnay is a bright and rich wine, with a touch of roussanne. This white wine features aromas of tropical fruit, apple, and pear on the nose, and offers richness balanced by bright acidity on the pallet. Varietal: chardonnay and roussanne.",14.5,The Snitch,80063001,Wine,,,,"The Snitch Napa Valley Chardonnay, The Prisoner Wine Company, Red Wine, 750 mL bottle",Chardonnay Wine 750mL,"The Snitch Napa Valley Chardonnay, The Prisoner Wine Company, Red Wine - 750mL Bottle",Napa Valley Chardonnay Red Wine,Napa Valley Chardonnay Red Wine,750,mL,1,,Bottle,,,"The Snitch Napa Valley Chardonnay is a bright and rich wine, with a touch of roussanne. This white wine features aromas of apple, and pear on the nose, and offers balanced acidity on the pallet.","Aromas of tropical fruit, apple, and pear on the nose",Richness balanced by bright acidity on the palate,Aged for 14 months in French oak barrels,California appellation,Varietal: chardonnay and roussanne,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,3.48,3.48,11.57,Inches,3.35,Pounds,Ambient: Room Temperature,Shelf Life,1825
"Clos du Bois Lightly Bubbled Rose, Blush Wine, 750 mL Bottle","Clos du Bois farms almost 800 acres in the vibrantly diverse wine regions of Sonoma County and Coastal California. Working with a family of trusted growers from some of the best vineyards, each vintage is crafted to achieve balance, intensity, and true varietal character. Clos du Bois Lightly Bubbled Rose is a refreshing new take on a Rose. This Rose brings together delightful flavors of fresh strawberry, apricot, and cranberry with a hint of bubbles. Serve chilled and enjoy for any occasion or whenever you want to relax and unwind.",9.5,Clos du Bois,80064138,Wine,,Lightly Bubbled,,"Clos du Bois Lightly Bubbled Rose, Blush Wine, 750 mL bottle",Lightly Bubbled Rose Wine 750mL,"Clos du Bois Lightly Bubbled Rose, Blush Wine - 750mL Bottle",Lightly Bubbled Rose Blush Wine,Lightly Bubbled Rose Blush Wine,750,mL,1,,Bottle,,,"Clos du Bois Lightly Bubbled Rose is a refreshing new take on your favorite varietal. This blush wine has delightful fruit flavors of fresh strawberry, apricot and cranberry with a hint of bubbles.",Bright aromas of ripe red berries,"Notes of juicy strawberry, red cherry, watermelon, and cranberry flavors","Crafted to achieve balance, intensity, and true varietal character",From the vibrantly diverse wine regions of Sonoma County and Coastal California,"Varietal: Zinfandel, pinot grigio, and pinot noir","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,3.4,3.4,11.73,Inches,3.04,Pounds,Ambient: Room Temperature,Shelf Life,730
"SIMI Sonoma County Dry Rose, Blush Wine, 750 mL Bottle","SIMI owns vineyards in two small and specialized sub-districts of Sonoma County-the warmer Alexander Valley, and the cooler, foggier Russian River Valley. SIMI made its first wine from Sonoma County grapes in 1876 and has been continuously making wine in the same stone cellar in Healdsburg, California since 1890. This rose is forward and focused with lingering tart cherry and balanced acidity that invigorates the taste buds. It is nicely structured with a fleshy middle and lengthy finish. We recommend enjoying this refreshing, versatile wine as an aperitif, or paired with fresh flavors like summer salad with smoked chicken and mango.  Appellation: Sonoma County. Varietal: 67% cabernet sauvignon, 22% merlot, 8% malbec, 2% cabernet franc, 1% graciano.",13.5,SIMI,80021756,Wine,,,,"SIMI Sonoma County Dry Rose, Blush Wine, 750 mL bottle",Dry Rose Wine 750mL,"SIMI Sonoma County Dry Rose, Blush Wine - 750mL Bottle",Sonoma County Dry Rose Blush Wine,Sonoma County Dry Rose Blush Wine,750,mL,1,,Bottle,,,SIMI Sonoma County Dry Rose is forward and focused with lingering tart cherry and balanced acidity that invigorates the taste buds. This pink wine pairs well with a summer salad or smoked chicken.,Forward and focused with lingering tart cherry and balanced acidity,Nicely structured with a fleshy middle and lengthy finish,Pairs well with a summer salad with smoked chicken and mango,Appellation: Sonoma County,"Varietal: 67% cabernet sauvignon, 22% merlot, 8% malbec, 2% cabernet franc","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,3.15,3.15,11.61,Inches,3.0,Pounds,Ambient: Room Temperature,Shelf Life,730
"SIMI Alexander Valley Cabernet Sauvignon, Red Wine, 375 mL Bottle","SIMI owns vineyards in two small and specialized sub-districts of Sonoma County-the warmer Alexander Valley, and the cooler, foggier Russian River Valley. SIMI made its first wine from Sonoma County grapes in 1876 and has been continuously making wine in the same stone cellar in Healdsburg, California since 1890. In this cabernet sauvignon red wine, toasty oak frames and adds depth to dark fruit aromas of blackberry, plum, and black cherry, leading into intriguing notes of cocoa, cassis, pepper berry, and cedar.Pairs well with grilled steaks with roasted mushrooms, Moroccan spiced lamb, and braised duck breast with carrot puree. Appellations: Alexander Valley 85%, Sonoma Valley 10%, Dry Creek Valley 5%. Varietal: 85% cabernet sauvignon, 10% merlot, 3% cabernet franc, 2% petot verdot, 1% malbec.",13.5,SIMI,80022398,Wine,,,,"SIMI Alexander Valley Cabernet Sauvignon, Red Wine, 375 mL bottle",Cabernet Sauvignon Wine 375mL,"SIMI Alexander Valley Cabernet Sauvignon, Red Wine - 375mL Bottle",Alexander Valley Cabernet Sauvignon Red Wine,Alexander Valley Cabernet Sauvignon Red Wine,375,mL,1,,Bottle,,,"In this SIMI Alexander Valley Cabernet Sauvignon red wine, toasty oak adds depth to fruit aromas of blackberry, plum, and black cherry, leading to notes of cocoa, cassis, pepper berry, and cedar.","Oak frames and adds depth to aromas of blackberry, plum, black cherry","Leads into intriguing notes of cocoa, cassis, pepper berry, and cedar","Pairs well with steaks, lamb and duck breast","Appellations: 85% Alexander Valley, 10% Sonoma Valley, 5% Dry Creek Valley","Varietal: 85% cabernet sauvignon, 10% merlot, 3% cabernet franc, 2% petot verdot","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,3.19,3.19,11.69,Inches,1.5,Pounds,Ambient: Room Temperature,Shelf Life,1095
"Ravenswood Vintners Blend Zinfandel, Red Wine, 1.5 L Bottle","Ravenswood wines capture the spirit of California’s Sonoma Valley appellation best growing regions and the popular Vintners Blend bottlings sourced from vineyards throughout California. Ravenswood strives to put what is picked from the fields right into the bottle. From Dry Creek, north of Healdsburg to the edge of the bay of the Carneros Valley, founder Joel Peterson has forged strong bonds with a cadre of grape growers who share Ravenswood's commitment and stubborn independence. Big, bold Vintners Blend wines are crafted for those who refuse to flock to the latest fad. This zinfandel is a not-too-dry, medium-bodied, juicy, red wine with ripe raspberry, boysenberry, and bramble. Varietal: 76% zinfandel, 21% petite sirah, and 3% mixed blacks.",13.5,Ravenswood,151730,Wine,,Vintners Blend,,"Ravenswood Vintners Blend Zinfandel, Red Wine, 1.5 L bottle",Vintners Blend Zinfandel Wine 1.5L,"Ravenswood Vintners Blend Zinfandel, Red Wine - 1.5L Bottle",Vintners Blend Zinfandel Red Wine,Vintners Blend Zinfandel Red Wine,1.5,L,1,,Bottle,,,,"A not-too-dry, medium-bodied, juicy, red wine","Notes of ripe raspberry, boysenberry, and bramble",Ravenswood strives to put what is picked from the fields right into the bottle,California appellation,"Varietal: 76% zinfandel, 21% petite sirah, 3% mixed blacks","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,3.94,3.94,13.1,Inches,5.24,Pounds,Ambient: Room Temperature,Shelf Life,912
"Ravenswood Barricia Vineyard Zinfandel, Red Wine, 1.5 L Bottle","Ravenswood wines capture the spirit of California’s Sonoma Valley appellation best growing regions and the popular Vintners Blend bottlings sourced from vineyards throughout California. Ravenswood strives to put what is picked from the fields right into the bottle. From Dry Creek, north of Healdsburg to the edge of the bay of the Carneros Valley, founder Joel Peterson has forged strong bonds with a cadre of grape growers who share Ravenswood's commitment and stubborn independence. Aged 19 months in French oak barrels, this zinfandel is a dry, full-bodied, juicy red wine with black cherry, pomegranate, and cocoa. Varietal: 81.3% zinfandel, 18.7% petite sirah.",14.7,Ravenswood,134477,Wine,,,,"Ravenswood Barricia Vineyard Zinfandel, Red Wine, 1.5 L bottle",Barricia Vineyard Zinfandel Wine 1.5L,"Ravenswood Barricia Vineyard Zinfandel, Red Wine - 1.5L Bottle",Barricia Vineyard Zinfandel Red Wine,Barricia Vineyard Zinfandel Red Wine,1.5,L,1,,Bottle,,,,"A dry, full-bodied, juicy red wine","Flavors of black cherry, pomegranate, and cocoa",Aged 19 months in French oak barrels,California’s Sonoma Valley appellation,"Varietal: 81.3% zinfandel, 18.7% petite sirah","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,3.94,3.94,13.1,Inches,5.83,Pounds,Ambient: Room Temperature,Shelf Life,645
"Ravenswood Napa Valley Dickerson Vineyard Zinfandel, Red Wine, 1.5 L Bottle","Ravenswood wines capture the spirit of California’s Sonoma Valley appellation best growing regions and the popular Vintners Blend bottlings sourced from vineyards throughout California. Ravenswood strives to put what is picked from the fields right into the bottle. From Dry Creek, north of Healdsburg to the edge of the bay of the Carneros Valley, founder Joel Peterson has forged strong bonds with a cadre of grape growers who share Ravenswood's commitment and stubborn independence. The Dickerson is a brilliant example of Napa Valley zinfandel with heavy aromas of fresh red raspberry, cedar, mint, baking spice, and eucalyptus. There is a ripe, sweet fruit on the mid-palate with precise tannins and mouthwatering acidity. Varietal: 100% zinfandel.",14.3,Ravenswood,134469,Wine,,,,"Ravenswood Napa Valley Dickerson Vineyard Zinfandel, Red Wine, 1.5 L bottle",Dickerson Vineyard Zinfandel Wine 1.5L,"Ravenswood Napa Valley Dickerson Vineyard Zinfandel, Red Wine - 1.5L Bottle",Napa Valley Dickerson Vineyard Zinfandel Red Wine,Napa Valley Dickerson Vineyard Zinfandel Red Wine,1.5,L,1,,Bottle,,,,"Heavy aromas of fresh red raspberry, cedar, mint, baking spice, and eucalyptus","Ripe, sweet fruit on the mid-palate with precise tannins and mouthwatering acidity",Ravenswood strives to put what is picked from the fields right into the bottle,Napa Valley appellation,Varietal: 100% zinfandel,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,3.94,3.94,13.1,Inches,5.83,Pounds,Ambient: Room Temperature,Shelf Life,645
"Ravenswood Teldeschi Vineyard Zinfandel, Red Wine, 1.5 L Bottle","Ravenswood wines capture the spirit of California’s Sonoma Valley appellation best growing regions and the popular Vintners Blend bottlings sourced from vineyards throughout California. Ravenswood strives to put what is picked from the fields right into the bottle. From Dry Creek, north of Healdsburg to the edge of the bay of the Carneros Valley, founder Joel Peterson has forged strong bonds with a cadre of grape growers who share Ravenswood's commitment and stubborn independence. Aged 19 months in French oak barrels, this zinfandel has aromas of blue fruits, blackberry, licorice, dark chocolate, and black pepper. The weight and structure are nothing short of extraordinary. The finish is lengthy and enjoyable. Varietal: 78.2% zinfandel, 15.8% petite sirah, 5% carignane, 1% alicante bouschet.",14.5,Ravenswood,134465,Wine,,,,"Ravenswood Teldeschi Vineyard Zinfandel, Red Wine, 1.5 L bottle",Teldeschi Vineyard Zinfandel Wine 1.5L,"Ravenswood Teldeschi Vineyard Zinfandel, Red Wine - 1.5L Bottle",Teldeschi Vineyard Zinfandel Red Wine,Teldeschi Vineyard Zinfandel Red Wine,1.5,L,1,,Bottle,,,,"Aromas of blue fruits, blackberry, licorice, dark chocolate and black pepper",The weight and structure are nothing short of extraordinary,Aged 19 months in French oak barrels,California’s Sonoma Valley appellation,"Varietal: 78.2% zinfandel, 15.8% petite sirah, 5% carignane, 1% alicante bouschet","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,3.94,3.94,13.1,Inches,5.83,Pounds,Ambient: Room Temperature,Shelf Life,645
"Thorn Napa Valley Merlot, The Prisoner Wine Company, Red Wine, 750 mL Bottle","The Prisoner Wine Company takes an unconventional approach to winemaking by working with impassioned growers to source varietals from vineyards and appellations across California. Alongside a family of growers, The Prisoner winemaking team pushes boundaries as they craft a selection of unexpected, yet artful wines. This Thorn Merlot is sourced from acclaimed vineyard sites throughout the Napa Valley. The family of small vineyards offers vines of varying ages and regionality, lending to layers of character and complexity. Earthy aromas open up into cocoa, blackberry, cedar, and anise. It’s smooth with flavors of cherry, chocolate, vanilla, and a mild toastiness. The finish is long with balanced acidity. Varietal: 81% merlot; 19% blend of syrah, petite sirah, and malbec.",15.2,Thorn,80055653,Wine,,,,"Thorn Napa Valley Merlot, The Prisoner Wine Company, Red Wine, 750 mL bottle",Merlot Wine 750mL,"Thorn Napa Valley Merlot, The Prisoner Wine Company, Red Wine - 750mL Bottle",Napa Valley Merlot Red Wine,Napa Valley Merlot Red Wine,750,mL,1,,Bottle,,,"Thorn Napa Valley Merlot aromas open up into cocoa, blackberry, cedar, and anise. It’s smooth with flavors of chocolate, vanilla, and toastiness. This red wine finishes long with balanced acidity.","Earthy aromas open up into cocoa, blackberry, cedar, and anise","With flavors of cherry, chocolate, vanilla, and a mild toastiness",The finish is long with balanced acidity,Sourced from acclaimed vineyard sites throughout the Napa Valley,"Varietal: 81% merlot; 19% blend of syrah, petite sirah, and malbec","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,3.18,3.18,11.81,Inches,3.55,Pounds,Ambient: Room Temperature,Shelf Life,1095
"Taylor Country Cellars, White Wine, 3 L Bottle","Over 115 years of Taylor family winemaking experience goes into every bottle. Leveraging the heritage and tradition of the highly-acclaimed Taylor brand, Taylor Country Cellars apply the same care and craftsmanship to its wine making technique. This American appellation white is a dry blend that is best when served cold. From its straw yellow color to its mellow fruit character, apple, pear, and melon aromas and flavors are delivered in a well-balanced, medium-bodied and smooth wine. It makes a great everyday wine to grace the table and pairs well with many dishes such as chicken, pasta, and seafood. Maintains peak flavor if refrigerated after opening and consumed within 14 days of opening.",11,Taylor Country Cellars,156002,Wine,,,,"Taylor Country Cellars, White Wine, 3 L bottle",Wine 3L,"Taylor Country Cellars, White Wine - 3L Bottle",White Wine,White Wine,3,L,1,,Bottle,,,"Taylor Country Cellars White Wine has apple, pear, and melon aromas with flavors that are delivered in a well-balanced, medium-bodied and smooth white wine. Best when served cold.","Mellow fruit character; apple, pear, and melon aromas","Well-balanced, medium-bodied and smooth","Pairs well with many dishes such as chicken, pasta, and seafood",Appellation: American,Over 115 years of family winemaking experience goes into every bottle,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,6.25,6.25,12.0,Inches,9.25,Pounds,Ambient: Room Temperature,Shelf Life,420
"Blackstone Winemaker's Select Chardonnay, White Wine, 750 mL Bottle","Since 1990, Blackstone Winery has provided wine lovers with deliciously smooth wines for everyday drinking. Blackstone sources grapes from over 100 carefully selected vineyards in California’s appellation. With this meticulous approach, our winemaker is able to consistently craft the Blackstone style of bright fruit aromas, silky texture, and smooth, fruit-forward wine. Our chardonnay shows luscious peach and lemon flavors with floral notes and toasted vanilla. Pairings include roasted chicken with white truffle risotto. It is perfect for any occasion from dinner parties to everyday enjoyment. Varietal: 77% chardonnay, 16% French colombard, 3% muscat, 2% verdelho, 2% viognier.",13.5,Blackstone,80054208,Wine,,Winemaker's Select,,"Blackstone Winemaker's Select Chardonnay, White Wine, 750 mL bottle",Winemaker's Select Chardonnay Wine 750mL,"Blackstone Winemaker's Select Chardonnay, White Wine - 750mL Bottle",Winemaker's Select Chardonnay White Wine,Winemaker's Select Chardonnay White Wine,750,mL,1,,Bottle,,,Blackstone Winemakers Select Chardonnay shows luscious peach and lemon flavors with floral notes and toasted vanilla. This white wine pairs with roasted chicken with white truffle risotto.,Luscious peach and lemon flavors with floral notes and toasted vanilla,"Bright fruit aromas, silky texture, and smooth, fruit-forward wine",Pairs well with roasted chicken with white truffle risotto,Sources grapes from over 100 carefully selected vineyards in California’s appellation,"Varietal: 77% chardonnay, 16% French colombard, 3% muscat, 2% verdelho, 2% viognier","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,3.16,3.16,11.53,Inches,2.5300000000000002,Pounds,Ambient: Room Temperature,Shelf Life,548
"Red Guitar Tempranillo Garnacha, Red Wine, 750 mL Bottle","The prized old vines of Tempranillo and Garnacha dig deep into the gravel soils of Navarra, Spain, to produce wines of incredible character and quality, year after year. Blended together, each vintage in equal portions, winemakers craft a fruity and concentrated wine made in a vibrant “New World” style. Tempranillo produces wines that have a wonderfully complex bouquet of cherries, leather, and even a touch of earthiness. Garnacha produces wines of great concentration, with explosive raspberry fruit characters and soft tannins. A rich and smooth celebration of the Spanish lifestyle, la buena vida - the good life.",14,Red Guitar,115594,Wine,,,,"Red Guitar Tempranillo Garnacha, Red Wine, 750 mL bottle",Tempranillo Garnacha Wine 750mL,"Red Guitar Tempranillo Garnacha, Red Wine - 750mL Bottle",Tempranillo Garnacha Red Wine,Tempranillo Garnacha Red Wine,750,mL,1,,Bottle,,,"Red Guitar Tempranillo Garnacha has a wonderfully complex bouquet of cherries, leather, and even a touch of earthiness. This red wine has explosive raspberry fruit characters and soft tannins.","Complex bouquet of cherries, leather, and even a touch of earthiness",Explosive raspberry fruit characters and soft tannins,A concentrated wine made in a vibrant “New World” style,"The vines of Tempranillo and Garnacha dig into the soils of Navarra, Spain","A rich and smooth celebration of the Spanish lifestyle, la buena vida","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,Spain,3.0,3.0,12.0,Inches,3.02,Pounds,Ambient: Room Temperature,Shelf Life,730
"Red Guitar Sangria, Red Wine, 750 mL Bottle","Red Guitar Sangria embodies the light, refreshing taste of traditional sangrias. Premium red wine is delicately blended with natural citrus and fresh fruit flavors of orange, lemon, lime, and cherry, creating a delicious easy-to-drink sangria. Red Guitar Sangria has the perfect balance between wine and fruit. It is ideal for casual get-togethers, summer fiestas, or relaxing evenings at home. Bright and flavorful enough to enjoy on its own, it also pairs perfectly with your favorite tapas and entrees. A rich and smooth celebration of the Spanish lifestyle, la buena vida - the good life.",10,Red Guitar,80003757,Wine,,,,"Red Guitar Sangria, Red Wine, 750 mL bottle",Sangria Wine 750mL,"Red Guitar Sangria, Red Wine - 750mL Bottle",Sangria Red Wine,Sangria Red Wine,750,mL,1,,Bottle,,,"Red Guitar Sangria is blended with natural citrus and fresh fruit flavors of orange, lemon, lime, and cherry. Bright and flavorful, this red wine pairs well with your favorite tapas and entrees.",The perfect balance between wine and fruit,"Delicately blended with fresh fruit flavors of orange, lemon, lime, and cherry","Ideal for casual get-togethers, summer fiestas, or relaxing evenings at home","Embodies the light, refreshing taste of traditional sangrias","A rich and smooth celebration of the Spanish lifestyle, la buena vida","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,3.0,3.0,12.0,Inches,4.04,Pounds,Ambient: Room Temperature,Shelf Life,730
"Red Guitar Sangria, Red Wine, 1.5 L Bottle","Red Guitar Sangria embodies the light, refreshing taste of traditional sangrias. Premium red wine is delicately blended with natural citrus and fresh fruit flavors of orange, lemon, lime, and cherry, creating a delicious easy-to-drink sangria. Red Guitar Sangria has the perfect balance between wine and fruit. It is ideal for casual get-togethers, summer fiestas, or relaxing evenings at home. Bright and flavorful enough to enjoy on its own, it also pairs perfectly with your favorite tapas and entrees. A rich and smooth celebration of the Spanish lifestyle, la buena vida - the good life.",10,Red Guitar,80003758,Wine,,,,"Red Guitar Sangria, Red Wine, 1.5 L bottle",Sangria Wine 1.5L,"Red Guitar Sangria, Red Wine - 1.5L Bottle",Sangria Red Wine,Sangria Red Wine,1.5,L,1,,Bottle,,,"Red Guitar Sangria is blended with natural citrus and fresh fruit flavors of orange, lemon, lime, and cherry. Bright and flavorful, this red wine pairs well with your favorite tapas and entrees.",The perfect balance between wine and fruit,"Delicately blended with fresh fruit flavors of orange, lemon, lime, and cherry","Ideal for casual get-togethers, summer fiestas, or relaxing evenings at home","Embodies the light, refreshing taste of traditional sangrias","A rich and smooth celebration of the Spanish lifestyle, la buena vida","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,4.01,4.01,12.62,Inches,5.83,Pounds,Ambient: Room Temperature,Shelf Life,730
